worksetName,categoryName,objectName
2-02-A,Windows,PW2
2-03-A,Doors,PD1
2-03-A,Doors,SD1
2-03-A,Doors,SD2
2-03-A,Doors,SD3
2-03-A,Doors,SD5
2-03-A,Floors,강마루(T=7.5)
2-03-A,Floors,경량기포콘크리트(T=40)
2-03-A,Floors,경질우레탄보드(T=70)
2-03-A,Floors,구배몰탈(T=70)
2-03-A,Floors,도막방수(T=3)
2-03-A,Floors,비드법보온판(2종1호)(T=50)
2-03-A,Floors,시멘트몰탈(T=42.5)
2-03-A,Floors,시멘트몰탈(T=67)
2-03-A,Floors,시멘트몰탈(T=70)
2-03-A,Floors,자기질타일(T=10)
2-03-A,Floors,콘크리트(T=180)
2-03-A,Floors,콘크리트(T=180)
2-03-A,Floors,포세린타일(T=10)
2-03-A,Walls,D1-METAL C-STUD
2-03-A,Walls,D1-METAL C-STUD
2-03-A,Walls,D1-METAL C-STUD
2-03-A,Walls,D1-METAL C-STUD
2-03-A,Walls,D1-METAL C-STUD
2-03-A,Walls,D1-METAL C-STUD
2-03-A,Walls,D1-METAL C-STUD
2-03-A,Walls,D1-METAL C-STUD
2-03-A,Walls,D1-METAL C-STUD
2-03-A,Walls,D1-METAL C-STUD
2-03-A,Walls,D1-METAL C-STUD
2-03-A,Walls,D1-일반석고보드
2-03-A,Walls,D1-일반석고보드
2-03-A,Walls,D1-일반석고보드
2-03-A,Walls,D1-일반석고보드
2-03-A,Walls,D1-일반석고보드
2-03-A,Walls,D1-일반석고보드
2-03-A,Walls,D1-일반석고보드
2-03-A,Walls,D1-일반석고보드
2-03-A,Walls,D1-일반석고보드
2-03-A,Walls,D1-일반석고보드
2-03-A,Walls,D1-일반석고보드
2-03-A,Walls,D1-일반석고보드
2-03-A,Walls,D1-일반석고보드
2-03-A,Walls,D1-일반석고보드
2-03-A,Walls,D1-일반석고보드
2-03-A,Walls,D1-일반석고보드
2-03-A,Walls,D1-일반석고보드
2-03-A,Walls,D1-일반석고보드
2-03-A,Walls,D1-일반석고보드
2-03-A,Walls,D1-일반석고보드
2-03-A,Walls,D1-일반석고보드
2-03-A,Walls,D1-일반석고보드
2-03-A,Walls,D3-METAL C-STUD
2-03-A,Walls,D3-일반석고보드
2-03-A,Walls,D3-일반석고보드
2-03-A,Walls,D3-일반석고보드
2-03-A,Walls,D3-일반석고보드
2-03-A,Walls,D4-그라스울보온재24k
2-03-A,Walls,D4-그라스울보온재24k
2-03-A,Walls,D4-그라스울보온재24k
2-03-A,Walls,D4-일반석고보드
2-03-A,Walls,D4-일반석고보드
2-03-A,Walls,D4-일반석고보드
2-03-A,Walls,D4-일반석고보드
2-03-A,Walls,D4-일반석고보드
2-03-A,Walls,D4-일반석고보드
2-03-A,Walls,D4-일반석고보드
2-03-A,Walls,D4-일반석고보드
2-03-A,Walls,D4-일반석고보드
2-03-A,Walls,D4-일반석고보드
2-03-A,Walls,D4-일반석고보드
2-03-A,Walls,D4-일반석고보드
2-03-A,Walls,D8-METAL C-STUD
2-03-A,Walls,D8-일반석고보드
2-03-A,Walls,D8-합판
2-03-A,Walls,DF1-METAL C-STUD
2-03-A,Walls,DF1-방화석고보드
2-03-A,Walls,DF1-방화석고보드
2-03-A,Walls,DF2-그라스울보온재24k
2-03-A,Walls,DF2-방화석고보드
2-03-A,Walls,DF2-방화석고보드
2-03-A,Walls,HiddenWall
2-03-A,Walls,SGP패널(T=13)
2-03-A,Walls,SGP패널(T=13)
2-03-A,Walls,SGP패널(T=13)
2-03-A,Walls,SGP패널(T=13)
2-03-A,Walls,SGP패널(T=13)
2-03-A,Walls,SGP패널(T=13)
2-03-A,Walls,경질우레탄보드(T=120)(일면은박)-경질우레탄보드
2-03-A,Walls,도막방수(T=3)-Hidden
2-03-A,Walls,도막방수(T=3)-Hidden
2-03-A,Walls,도막방수(T=3)-Hidden
2-03-A,Walls,도막방수(T=3)-Hidden
2-03-A,Walls,도막방수(T=3)-Hidden
2-03-A,Walls,도막방수(T=3)-Hidden
2-03-A,Walls,석재단열패널(연한회색)(T=35)
2-03-A,Walls,석재단열패널(회색)(T=35)
2-03-A,Walls,석재단열패널(회색)(T=35)
2-03-A,Walls,우레탄심재 준불연단열재(T=100)
2-03-A,Walls,우레탄심재 준불연단열재(T=100)
2-03-A,Walls,우레탄심재 준불연단열재(T=100)
2-03-A,Walls,우레탄심재 준불연단열재(T=100)
2-03-A,Walls,우레탄심재 준불연단열재(T=70)
2-03-A,Walls,우레탄심재 준불연단열재(T=70)
2-03-A,Walls,우레탄심재 준불연단열재(T=70)
2-03-A,Walls,우레탄심재 준불연단열재(T=70)
2-03-A,Walls,우레탄심재 준불연단열재(T=70)
2-03-A,Walls,우레탄심재 준불연단열재(T=70)
2-03-A,Walls,우레탄심재 준불연단열재(T=70)
2-03-A,Walls,우레탄심재 준불연단열재(T=70)
2-03-A,Walls,우레탄심재 준불연단열재(T=70)
2-03-A,Walls,일반석고보드(바탕용)
2-03-A,Walls,일반석고보드(바탕용)
2-03-A,Walls,칼라강판(T=15)
2-03-A,Walls,칼라강판(T=15)
2-03-A,Walls,함석판(T=0.3)
2-03-A,Windows,AW5
2-03-A,Windows,PW1
2-03-A,Windows,PW2
2-04-A,Doors,PD1
2-04-A,Doors,SD1
2-04-A,Doors,SD2
2-04-A,Doors,SD3
2-04-A,Doors,SD5
2-04-A,Floors,강마루(T=7.5)
2-04-A,Floors,경량기포콘크리트(T=40)
2-04-A,Floors,경질우레탄보드(T=70)
2-04-A,Floors,구배몰탈(T=70)
2-04-A,Floors,도막방수(T=3)
2-04-A,Floors,비드법보온판(2종1호)(T=50)
2-04-A,Floors,시멘트몰탈(T=42.5)
2-04-A,Floors,시멘트몰탈(T=67)
2-04-A,Floors,시멘트몰탈(T=70)
2-04-A,Floors,자기질타일(T=10)
2-04-A,Floors,콘크리트(T=180)
2-04-A,Floors,콘크리트(T=180)
2-04-A,Floors,포세린타일(T=10)
2-04-A,Walls,D1-METAL C-STUD
2-04-A,Walls,D1-METAL C-STUD
2-04-A,Walls,D1-METAL C-STUD
2-04-A,Walls,D1-METAL C-STUD
2-04-A,Walls,D1-METAL C-STUD
2-04-A,Walls,D1-METAL C-STUD
2-04-A,Walls,D1-METAL C-STUD
2-04-A,Walls,D1-METAL C-STUD
2-04-A,Walls,D1-METAL C-STUD
2-04-A,Walls,D1-METAL C-STUD
2-04-A,Walls,D1-METAL C-STUD
2-04-A,Walls,D1-일반석고보드
2-04-A,Walls,D1-일반석고보드
2-04-A,Walls,D1-일반석고보드
2-04-A,Walls,D1-일반석고보드
2-04-A,Walls,D1-일반석고보드
2-04-A,Walls,D1-일반석고보드
2-04-A,Walls,D1-일반석고보드
2-04-A,Walls,D1-일반석고보드
2-04-A,Walls,D1-일반석고보드
2-04-A,Walls,D1-일반석고보드
2-04-A,Walls,D1-일반석고보드
2-04-A,Walls,D1-일반석고보드
2-04-A,Walls,D1-일반석고보드
2-04-A,Walls,D1-일반석고보드
2-04-A,Walls,D1-일반석고보드
2-04-A,Walls,D1-일반석고보드
2-04-A,Walls,D1-일반석고보드
2-04-A,Walls,D1-일반석고보드
2-04-A,Walls,D1-일반석고보드
2-04-A,Walls,D1-일반석고보드
2-04-A,Walls,D1-일반석고보드
2-04-A,Walls,D1-일반석고보드
2-04-A,Walls,D3-METAL C-STUD
2-04-A,Walls,D3-일반석고보드
2-04-A,Walls,D3-일반석고보드
2-04-A,Walls,D3-일반석고보드
2-04-A,Walls,D3-일반석고보드
2-04-A,Walls,D4-그라스울보온재24k
2-04-A,Walls,D4-그라스울보온재24k
2-04-A,Walls,D4-그라스울보온재24k
2-04-A,Walls,D4-일반석고보드
2-04-A,Walls,D4-일반석고보드
2-04-A,Walls,D4-일반석고보드
2-04-A,Walls,D4-일반석고보드
2-04-A,Walls,D4-일반석고보드
2-04-A,Walls,D4-일반석고보드
2-04-A,Walls,D4-일반석고보드
2-04-A,Walls,D4-일반석고보드
2-04-A,Walls,D4-일반석고보드
2-04-A,Walls,D4-일반석고보드
2-04-A,Walls,D4-일반석고보드
2-04-A,Walls,D4-일반석고보드
2-04-A,Walls,D8-METAL C-STUD
2-04-A,Walls,D8-일반석고보드
2-04-A,Walls,D8-합판
2-04-A,Walls,DF2-그라스울보온재24k
2-04-A,Walls,DF2-그라스울보온재24k
2-04-A,Walls,DF2-방화석고보드
2-04-A,Walls,DF2-방화석고보드
2-04-A,Walls,DF2-방화석고보드
2-04-A,Walls,DF2-방화석고보드
2-04-A,Walls,HiddenWall
2-04-A,Walls,SGP패널(T=13)
2-04-A,Walls,SGP패널(T=13)
2-04-A,Walls,SGP패널(T=13)
2-04-A,Walls,SGP패널(T=13)
2-04-A,Walls,SGP패널(T=13)
2-04-A,Walls,SGP패널(T=13)
2-04-A,Walls,경질우레탄보드(T=120)(일면은박)-경질우레탄보드
2-04-A,Walls,도막방수(T=3)-Hidden
2-04-A,Walls,도막방수(T=3)-Hidden
2-04-A,Walls,도막방수(T=3)-Hidden
2-04-A,Walls,도막방수(T=3)-Hidden
2-04-A,Walls,도막방수(T=3)-Hidden
2-04-A,Walls,도막방수(T=3)-Hidden
2-04-A,Walls,석재단열패널(연한회색)(T=35)
2-04-A,Walls,석재단열패널(회색)(T=35)
2-04-A,Walls,석재단열패널(회색)(T=35)
2-04-A,Walls,우레탄심재 준불연단열재(T=100)
2-04-A,Walls,우레탄심재 준불연단열재(T=100)
2-04-A,Walls,우레탄심재 준불연단열재(T=100)
2-04-A,Walls,우레탄심재 준불연단열재(T=100)
2-04-A,Walls,우레탄심재 준불연단열재(T=100)
2-04-A,Walls,우레탄심재 준불연단열재(T=70)
2-04-A,Walls,우레탄심재 준불연단열재(T=70)
2-04-A,Walls,우레탄심재 준불연단열재(T=70)
2-04-A,Walls,우레탄심재 준불연단열재(T=70)
2-04-A,Walls,우레탄심재 준불연단열재(T=70)
2-04-A,Walls,우레탄심재 준불연단열재(T=70)
2-04-A,Walls,우레탄심재 준불연단열재(T=70)
2-04-A,Walls,우레탄심재 준불연단열재(T=70)
2-04-A,Walls,우레탄심재 준불연단열재(T=70)
2-04-A,Walls,우레탄심재 준불연단열재(T=70)
2-04-A,Walls,일반석고보드(바탕용)
2-04-A,Walls,일반석고보드(바탕용)
2-04-A,Walls,칼라강판(T=15)
2-04-A,Walls,칼라강판(T=15)
2-04-A,Walls,함석판(T=0.3)
2-04-A,Windows,AW5
2-04-A,Windows,PW1
2-04-A,Windows,PW2
2-05-ST,Floors,콘크리트(T=180)
2-05-ST,Floors,콘크리트(T=180)
2-05-ST,Walls,D1-METAL C-STUD
2-05-ST,Walls,D1-METAL C-STUD
2-05-ST,Walls,D1-METAL C-STUD
2-05-ST,Walls,D1-일반석고보드
2-05-ST,Walls,D1-일반석고보드
2-05-ST,Walls,D1-일반석고보드
2-05-ST,Walls,D1-일반석고보드
2-05-ST,Walls,D1-일반석고보드
2-05-ST,Walls,D1-일반석고보드
2-05-ST,Walls,D1-일반석고보드
2-05-ST,Walls,D1-일반석고보드
2-05-ST,Walls,D1-일반석고보드
2-05-ST,Walls,D1-일반석고보드
2-05-ST,Walls,D3-METAL C-STUD
2-05-ST,Walls,D3-METAL C-STUD
2-05-ST,Walls,D3-METAL C-STUD
2-05-ST,Walls,D3-일반석고보드
2-05-ST,Walls,D3-일반석고보드
2-05-ST,Walls,D3-일반석고보드
2-05-ST,Walls,D3-일반석고보드
2-05-ST,Walls,D3-일반석고보드
2-05-ST,Walls,D3-일반석고보드
2-05-ST,Walls,D3-일반석고보드
2-05-ST,Walls,D3-일반석고보드
2-05-ST,Walls,D3-일반석고보드
2-05-ST,Walls,D3-일반석고보드
2-05-ST,Walls,D3-일반석고보드
2-05-ST,Walls,D3-일반석고보드
2-05-ST,Walls,D6-일반석고보드
2-05-ST,Walls,D6-일반석고보드
2-05-ST,Walls,경질우레탄보드(T=120)(일면은박)-경질우레탄보드
2-05-ST,Walls,석재단열패널(연한회색)(T=35)
2-05-ST,Walls,석재단열패널(회색)(T=35)
2-05-ST,Walls,석재단열패널(회색)(T=35)
2-05-ST,Walls,우레탄심재 준불연단열재(T=100)
2-05-ST,Walls,우레탄심재 준불연단열재(T=100)
2-05-ST,Walls,우레탄심재 준불연단열재(T=100)
2-05-ST,Walls,우레탄심재 준불연단열재(T=100)
2-05-ST,Walls,우레탄심재 준불연단열재(T=70)
2-05-ST,Walls,우레탄심재 준불연단열재(T=70)
2-05-ST,Walls,우레탄심재 준불연단열재(T=70)
2-05-ST,Walls,우레탄심재 준불연단열재(T=70)
2-05-ST,Walls,우레탄심재 준불연단열재(T=70)
2-05-ST,Walls,우레탄심재 준불연단열재(T=70)
2-05-ST,Walls,우레탄심재 준불연단열재(T=70)
2-05-ST,Walls,우레탄심재 준불연단열재(T=70)
2-05-ST,Walls,일반석고보드(바탕용)
2-05-ST,Walls,일반석고보드(바탕용)
2-05-ST,Walls,칼라강판(T=15)
2-05-ST,Walls,칼라강판(T=15)
2-05-ST,Walls,함석판(T=0.3)
2-05-ST,Windows,AW3
2-05-ST,Windows,AW5
2-06-A,Doors,PD1
2-06-A,Doors,SD1
2-06-A,Doors,SD2
2-06-A,Doors,SD3
2-06-A,Doors,SD5
2-06-A,Floors,강마루(T=7.5)
2-06-A,Floors,경량기포콘크리트(T=40)
2-06-A,Floors,경질우레탄보드(T=30)
2-06-A,Floors,경질우레탄보드(T=50)
2-06-A,Floors,경질우레탄보드(T=70)
2-06-A,Floors,경질우레탄보드(T=70)
2-06-A,Floors,구배몰탈(T=70)
2-06-A,Floors,도막방수(T=3)
2-06-A,Floors,시멘트몰탈(T=42.5)
2-06-A,Floors,시멘트몰탈(T=67)
2-06-A,Floors,시멘트몰탈(T=70)
2-06-A,Floors,자기질타일(T=10)
2-06-A,Floors,콘크리트(T=180)
2-06-A,Floors,콘크리트(T=180)
2-06-A,Floors,포세린타일(T=10)
2-06-A,Walls,D1-METAL C-STUD
2-06-A,Walls,D1-METAL C-STUD
2-06-A,Walls,D1-METAL C-STUD
2-06-A,Walls,D1-METAL C-STUD
2-06-A,Walls,D1-METAL C-STUD
2-06-A,Walls,D1-METAL C-STUD
2-06-A,Walls,D1-METAL C-STUD
2-06-A,Walls,D1-METAL C-STUD
2-06-A,Walls,D1-METAL C-STUD
2-06-A,Walls,D1-METAL C-STUD
2-06-A,Walls,D1-METAL C-STUD
2-06-A,Walls,D1-일반석고보드
2-06-A,Walls,D1-일반석고보드
2-06-A,Walls,D1-일반석고보드
2-06-A,Walls,D1-일반석고보드
2-06-A,Walls,D1-일반석고보드
2-06-A,Walls,D1-일반석고보드
2-06-A,Walls,D1-일반석고보드
2-06-A,Walls,D1-일반석고보드
2-06-A,Walls,D1-일반석고보드
2-06-A,Walls,D1-일반석고보드
2-06-A,Walls,D1-일반석고보드
2-06-A,Walls,D1-일반석고보드
2-06-A,Walls,D1-일반석고보드
2-06-A,Walls,D1-일반석고보드
2-06-A,Walls,D1-일반석고보드
2-06-A,Walls,D1-일반석고보드
2-06-A,Walls,D1-일반석고보드
2-06-A,Walls,D1-일반석고보드
2-06-A,Walls,D1-일반석고보드
2-06-A,Walls,D1-일반석고보드
2-06-A,Walls,D1-일반석고보드
2-06-A,Walls,D1-일반석고보드
2-06-A,Walls,D3-METAL C-STUD
2-06-A,Walls,D3-일반석고보드
2-06-A,Walls,D3-일반석고보드
2-06-A,Walls,D3-일반석고보드
2-06-A,Walls,D3-일반석고보드
2-06-A,Walls,D4-그라스울보온재24k
2-06-A,Walls,D4-그라스울보온재24k
2-06-A,Walls,D4-그라스울보온재24k
2-06-A,Walls,D4-일반석고보드
2-06-A,Walls,D4-일반석고보드
2-06-A,Walls,D4-일반석고보드
2-06-A,Walls,D4-일반석고보드
2-06-A,Walls,D4-일반석고보드
2-06-A,Walls,D4-일반석고보드
2-06-A,Walls,D4-일반석고보드
2-06-A,Walls,D4-일반석고보드
2-06-A,Walls,D4-일반석고보드
2-06-A,Walls,D4-일반석고보드
2-06-A,Walls,D4-일반석고보드
2-06-A,Walls,D4-일반석고보드
2-06-A,Walls,D8-METAL C-STUD
2-06-A,Walls,D8-일반석고보드
2-06-A,Walls,D8-합판
2-06-A,Walls,DF1-METAL C-STUD
2-06-A,Walls,DF1-방화석고보드
2-06-A,Walls,DF1-방화석고보드
2-06-A,Walls,DF2-그라스울보온재24k
2-06-A,Walls,DF2-방화석고보드
2-06-A,Walls,DF2-방화석고보드
2-06-A,Walls,HiddenWall
2-06-A,Walls,SGP패널(T=13)
2-06-A,Walls,SGP패널(T=13)
2-06-A,Walls,SGP패널(T=13)
2-06-A,Walls,SGP패널(T=13)
2-06-A,Walls,SGP패널(T=13)
2-06-A,Walls,SGP패널(T=13)
2-06-A,Walls,경질우레탄보드(T=120)(일면은박)-경질우레탄보드
2-06-A,Walls,도막방수(T=3)-Hidden
2-06-A,Walls,도막방수(T=3)-Hidden
2-06-A,Walls,도막방수(T=3)-Hidden
2-06-A,Walls,도막방수(T=3)-Hidden
2-06-A,Walls,도막방수(T=3)-Hidden
2-06-A,Walls,도막방수(T=3)-Hidden
2-06-A,Walls,석재단열패널(연한회색)(T=35)
2-06-A,Walls,석재단열패널(회색)(T=35)
2-06-A,Walls,석재단열패널(회색)(T=35)
2-06-A,Walls,우레탄심재 준불연단열재(T=100)
2-06-A,Walls,우레탄심재 준불연단열재(T=100)
2-06-A,Walls,우레탄심재 준불연단열재(T=100)
2-06-A,Walls,우레탄심재 준불연단열재(T=100)
2-06-A,Walls,우레탄심재 준불연단열재(T=100)
2-06-A,Walls,우레탄심재 준불연단열재(T=70)
2-06-A,Walls,우레탄심재 준불연단열재(T=70)
2-06-A,Walls,우레탄심재 준불연단열재(T=70)
2-06-A,Walls,우레탄심재 준불연단열재(T=70)
2-06-A,Walls,우레탄심재 준불연단열재(T=70)
2-06-A,Walls,우레탄심재 준불연단열재(T=70)
2-06-A,Walls,우레탄심재 준불연단열재(T=70)
2-06-A,Walls,우레탄심재 준불연단열재(T=70)
2-06-A,Walls,우레탄심재 준불연단열재(T=70)
2-06-A,Walls,우레탄심재 준불연단열재(T=70)
2-06-A,Walls,일반석고보드(바탕용)
2-06-A,Walls,일반석고보드(바탕용)
2-06-A,Walls,칼라강판(T=15)
2-06-A,Walls,칼라강판(T=15)
2-06-A,Walls,함석판(T=0.3)
2-06-A,Windows,AW5
2-06-A,Windows,PW1
2-06-A,Windows,PW2
2-07-A,Doors,PD1
2-07-A,Doors,SD1
2-07-A,Doors,SD2
2-07-A,Doors,SD3
2-07-A,Doors,SD5
2-07-A,Floors,강마루(T=7.5)
2-07-A,Floors,경량기포콘크리트(T=40)
2-07-A,Floors,경질우레탄보드(T=30)
2-07-A,Floors,경질우레탄보드(T=50)
2-07-A,Floors,경질우레탄보드(T=70)
2-07-A,Floors,경질우레탄보드(T=70)
2-07-A,Floors,구배몰탈(T=70)
2-07-A,Floors,도막방수(T=3)
2-07-A,Floors,시멘트몰탈(T=42.5)
2-07-A,Floors,시멘트몰탈(T=67)
2-07-A,Floors,시멘트몰탈(T=70)
2-07-A,Floors,자기질타일(T=10)
2-07-A,Floors,콘크리트(T=180)
2-07-A,Floors,콘크리트(T=180)
2-07-A,Floors,포세린타일(T=10)
2-07-A,Walls,D1-METAL C-STUD
2-07-A,Walls,D1-METAL C-STUD
2-07-A,Walls,D1-METAL C-STUD
2-07-A,Walls,D1-METAL C-STUD
2-07-A,Walls,D1-METAL C-STUD
2-07-A,Walls,D1-METAL C-STUD
2-07-A,Walls,D1-METAL C-STUD
2-07-A,Walls,D1-METAL C-STUD
2-07-A,Walls,D1-METAL C-STUD
2-07-A,Walls,D1-METAL C-STUD
2-07-A,Walls,D1-METAL C-STUD
2-07-A,Walls,D1-일반석고보드
2-07-A,Walls,D1-일반석고보드
2-07-A,Walls,D1-일반석고보드
2-07-A,Walls,D1-일반석고보드
2-07-A,Walls,D1-일반석고보드
2-07-A,Walls,D1-일반석고보드
2-07-A,Walls,D1-일반석고보드
2-07-A,Walls,D1-일반석고보드
2-07-A,Walls,D1-일반석고보드
2-07-A,Walls,D1-일반석고보드
2-07-A,Walls,D1-일반석고보드
2-07-A,Walls,D1-일반석고보드
2-07-A,Walls,D1-일반석고보드
2-07-A,Walls,D1-일반석고보드
2-07-A,Walls,D1-일반석고보드
2-07-A,Walls,D1-일반석고보드
2-07-A,Walls,D1-일반석고보드
2-07-A,Walls,D1-일반석고보드
2-07-A,Walls,D1-일반석고보드
2-07-A,Walls,D1-일반석고보드
2-07-A,Walls,D1-일반석고보드
2-07-A,Walls,D1-일반석고보드
2-07-A,Walls,D3-METAL C-STUD
2-07-A,Walls,D3-일반석고보드
2-07-A,Walls,D3-일반석고보드
2-07-A,Walls,D3-일반석고보드
2-07-A,Walls,D3-일반석고보드
2-07-A,Walls,D4-그라스울보온재24k
2-07-A,Walls,D4-그라스울보온재24k
2-07-A,Walls,D4-그라스울보온재24k
2-07-A,Walls,D4-일반석고보드
2-07-A,Walls,D4-일반석고보드
2-07-A,Walls,D4-일반석고보드
2-07-A,Walls,D4-일반석고보드
2-07-A,Walls,D4-일반석고보드
2-07-A,Walls,D4-일반석고보드
2-07-A,Walls,D4-일반석고보드
2-07-A,Walls,D4-일반석고보드
2-07-A,Walls,D4-일반석고보드
2-07-A,Walls,D4-일반석고보드
2-07-A,Walls,D4-일반석고보드
2-07-A,Walls,D4-일반석고보드
2-07-A,Walls,D8-METAL C-STUD
2-07-A,Walls,D8-일반석고보드
2-07-A,Walls,D8-합판
2-07-A,Walls,DF1-METAL C-STUD
2-07-A,Walls,DF1-방화석고보드
2-07-A,Walls,DF1-방화석고보드
2-07-A,Walls,DF2-그라스울보온재24k
2-07-A,Walls,DF2-방화석고보드
2-07-A,Walls,DF2-방화석고보드
2-07-A,Walls,HiddenWall
2-07-A,Walls,SGP패널(T=13)
2-07-A,Walls,SGP패널(T=13)
2-07-A,Walls,SGP패널(T=13)
2-07-A,Walls,SGP패널(T=13)
2-07-A,Walls,SGP패널(T=13)
2-07-A,Walls,SGP패널(T=13)
2-07-A,Walls,경질우레탄보드(T=120)(일면은박)-경질우레탄보드
2-07-A,Walls,도막방수(T=3)-Hidden
2-07-A,Walls,도막방수(T=3)-Hidden
2-07-A,Walls,도막방수(T=3)-Hidden
2-07-A,Walls,도막방수(T=3)-Hidden
2-07-A,Walls,도막방수(T=3)-Hidden
2-07-A,Walls,도막방수(T=3)-Hidden
2-07-A,Walls,석재단열패널(연한회색)(T=35)
2-07-A,Walls,석재단열패널(회색)(T=35)
2-07-A,Walls,석재단열패널(회색)(T=35)
2-07-A,Walls,우레탄심재 준불연단열재(T=100)
2-07-A,Walls,우레탄심재 준불연단열재(T=100)
2-07-A,Walls,우레탄심재 준불연단열재(T=100)
2-07-A,Walls,우레탄심재 준불연단열재(T=100)
2-07-A,Walls,우레탄심재 준불연단열재(T=70)
2-07-A,Walls,우레탄심재 준불연단열재(T=70)
2-07-A,Walls,우레탄심재 준불연단열재(T=70)
2-07-A,Walls,우레탄심재 준불연단열재(T=70)
2-07-A,Walls,우레탄심재 준불연단열재(T=70)
2-07-A,Walls,우레탄심재 준불연단열재(T=70)
2-07-A,Walls,우레탄심재 준불연단열재(T=70)
2-07-A,Walls,우레탄심재 준불연단열재(T=70)
2-07-A,Walls,우레탄심재 준불연단열재(T=70)
2-07-A,Walls,일반석고보드(바탕용)
2-07-A,Walls,일반석고보드(바탕용)
2-07-A,Walls,칼라강판(T=15)
2-07-A,Walls,칼라강판(T=15)
2-07-A,Walls,함석판(T=0.3)
2-07-A,Windows,AW5
2-07-A,Windows,PW1
2-07-A,Windows,PW2
2-08-A,Doors,PD1
2-08-A,Doors,SD1
2-08-A,Doors,SD2
2-08-A,Doors,SD3
2-08-A,Doors,SD5
2-08-A,Floors,강마루(T=7.5)
2-08-A,Floors,경량기포콘크리트(T=40)
2-08-A,Floors,경질우레탄보드(T=70)
2-08-A,Floors,구배몰탈(T=70)
2-08-A,Floors,도막방수(T=3)
2-08-A,Floors,비드법보온판(2종1호)(T=50)
2-08-A,Floors,시멘트몰탈(T=42.5)
2-08-A,Floors,시멘트몰탈(T=67)
2-08-A,Floors,시멘트몰탈(T=70)
2-08-A,Floors,자기질타일(T=10)
2-08-A,Floors,콘크리트(T=180)
2-08-A,Floors,콘크리트(T=180)
2-08-A,Floors,포세린타일(T=10)
2-08-A,Walls,D1-METAL C-STUD
2-08-A,Walls,D1-METAL C-STUD
2-08-A,Walls,D1-METAL C-STUD
2-08-A,Walls,D1-METAL C-STUD
2-08-A,Walls,D1-METAL C-STUD
2-08-A,Walls,D1-METAL C-STUD
2-08-A,Walls,D1-METAL C-STUD
2-08-A,Walls,D1-METAL C-STUD
2-08-A,Walls,D1-METAL C-STUD
2-08-A,Walls,D1-METAL C-STUD
2-08-A,Walls,D1-METAL C-STUD
2-08-A,Walls,D1-일반석고보드
2-08-A,Walls,D1-일반석고보드
2-08-A,Walls,D1-일반석고보드
2-08-A,Walls,D1-일반석고보드
2-08-A,Walls,D1-일반석고보드
2-08-A,Walls,D1-일반석고보드
2-08-A,Walls,D1-일반석고보드
2-08-A,Walls,D1-일반석고보드
2-08-A,Walls,D1-일반석고보드
2-08-A,Walls,D1-일반석고보드
2-08-A,Walls,D1-일반석고보드
2-08-A,Walls,D1-일반석고보드
2-08-A,Walls,D1-일반석고보드
2-08-A,Walls,D1-일반석고보드
2-08-A,Walls,D1-일반석고보드
2-08-A,Walls,D1-일반석고보드
2-08-A,Walls,D1-일반석고보드
2-08-A,Walls,D1-일반석고보드
2-08-A,Walls,D1-일반석고보드
2-08-A,Walls,D1-일반석고보드
2-08-A,Walls,D1-일반석고보드
2-08-A,Walls,D1-일반석고보드
2-08-A,Walls,D3-METAL C-STUD
2-08-A,Walls,D3-일반석고보드
2-08-A,Walls,D3-일반석고보드
2-08-A,Walls,D3-일반석고보드
2-08-A,Walls,D3-일반석고보드
2-08-A,Walls,D4-그라스울보온재24k
2-08-A,Walls,D4-그라스울보온재24k
2-08-A,Walls,D4-그라스울보온재24k
2-08-A,Walls,D4-일반석고보드
2-08-A,Walls,D4-일반석고보드
2-08-A,Walls,D4-일반석고보드
2-08-A,Walls,D4-일반석고보드
2-08-A,Walls,D4-일반석고보드
2-08-A,Walls,D4-일반석고보드
2-08-A,Walls,D4-일반석고보드
2-08-A,Walls,D4-일반석고보드
2-08-A,Walls,D4-일반석고보드
2-08-A,Walls,D4-일반석고보드
2-08-A,Walls,D4-일반석고보드
2-08-A,Walls,D4-일반석고보드
2-08-A,Walls,D8-METAL C-STUD
2-08-A,Walls,D8-일반석고보드
2-08-A,Walls,D8-합판
2-08-A,Walls,DF1-METAL C-STUD
2-08-A,Walls,DF1-방화석고보드
2-08-A,Walls,DF1-방화석고보드
2-08-A,Walls,DF2-그라스울보온재24k
2-08-A,Walls,DF2-방화석고보드
2-08-A,Walls,DF2-방화석고보드
2-08-A,Walls,HiddenWall
2-08-A,Walls,SGP패널(T=13)
2-08-A,Walls,SGP패널(T=13)
2-08-A,Walls,SGP패널(T=13)
2-08-A,Walls,SGP패널(T=13)
2-08-A,Walls,SGP패널(T=13)
2-08-A,Walls,SGP패널(T=13)
2-08-A,Walls,경질우레탄보드(T=120)(일면은박)-경질우레탄보드
2-08-A,Walls,도막방수(T=3)-Hidden
2-08-A,Walls,도막방수(T=3)-Hidden
2-08-A,Walls,도막방수(T=3)-Hidden
2-08-A,Walls,도막방수(T=3)-Hidden
2-08-A,Walls,도막방수(T=3)-Hidden
2-08-A,Walls,도막방수(T=3)-Hidden
2-08-A,Walls,석재단열패널(연한회색)(T=35)
2-08-A,Walls,석재단열패널(회색)(T=35)
2-08-A,Walls,석재단열패널(회색)(T=35)
2-08-A,Walls,우레탄심재 준불연단열재(T=100)
